name,genre
 Erica Campbell ,Contemporary Gospel
 Erik Dylan ,Contemporary Country
 Eros Ramazzotti ,Italian
 Erykah Badu ,R&B/Soul
 Escape the Fate ,Rock
 Espinoza Paz ,Latin
 Etta James ,R&B/Soul
 Europe ,Rock
 Evanescence ,Rock
 Eve ,Hip-Hop/Rap
 Everlast ,Singer/Songwriter
 EXILE ,Country
 Extreme ,Classic Rock
 Eyes Set to Kill ,Rock
 Fabolous ,Hip-Hop/Rap
 Faith Evans ,R&B/Soul
 Faith Hill ,Country
 Faithless ,Dance/Electronic
 Fake Club ,Rock & Roll
 Fall Out Boy ,Alternative
 Falling In Reverse ,Hard Rock
 Fantasia ,R&B/Soul
 Faron Young ,Country
 Farruko ,Reggaeton y Hip-Hop
 Fat Joe ,Hip-Hop/Rap
 Fefe Dobson ,Pop/Rock
 Feist ,Rock
 Fergie ,Electronic/Dance
 Fetty Wap ,Hip-Hop
 Fifth Harmony ,Pop
 Fiona Apple ,Pop
 First Aid Kit ,Rock
 Five Finger Death Punch ,Metal
 FKA twigs ,Electronic
 Flatt & Scruggs ,Country
 Flavor Flav ,Hip-Hop/Rap
 Fleetwood Mac ,Rock
 Fleurie ,Pop
 Flipsyde ,Hip-Hop/Rap
 Flo Rida ,Rap
 Florence + The Machine ,Alternative
 Florence Welch ,Alternative
 Florida Georgia Line ,Contemporary Country
 Floyd Cramer ,Country
 Foo Fighters ,Rock
 Force MD's ,Hip-Hop/Rap
 Foreigner ,Rock
 Fort Minor ,Hip-Hop/Rap
 Foster the People ,Rock
 Foxes ,Rock
 Foxy Brown ,Hip-Hop/Rap
 Foxy Shazam ,Rock
 Foy Vance ,Contemporary Singer/Songwriter
 frank edwards aka (richboy) ,Christian & Gospel
 Frank Ocean ,Hip-Hop/Rap
 Frank Sinatra ,Jazz
 Frank Zappa ,Rock
 Frankie Ballard ,Country
 Frankie J ,Pop
 Frankie Valli ,Pop
 Franz Ferdinand ,Rock
 Fred Hammond ,R&B/Soul
 Freddie Gibbs ,Hip-Hop
 Freddie Jackson ,Soul
 Freddie Mercury ,Rock
 Freddy Fender ,Country
 Frédéric François ,Pop
 French Montana ,Hip-Hop
 Fugees ,Hip-Hop/Rap
 Fun Lovin' Criminals ,Rock
 fun. ,Alternative
 Future ,Hip-Hop/Rap
 Futuristic ,Hip-Hop/Rap
 G-Eazy ,Hip-Hop/Rap
 G-Unit ,Hip-Hop/Rap
 G. Love & Special Sauce ,Rock
 Gabrielle Aplin ,Pop
 Gaither Vocal Band ,Inspirational
 Galantis ,Electronic
 Gang Starr ,Hip-Hop/Rap
 Garbage ,Rock
 Garou ,World/Reggae
 Gary Allan ,Country
 Gary Barlow ,Pop
 Gary Morris ,Country
 Gary Valenciano ,Pop
 Gateway Worship ,Inspirational
 Gavin DeGraw ,Singer/Songwriter
 Gene Autry ,Country
 Gene Watson ,Traditional Country
 Genesis ,Rock
 Genisis ,Underground Rap
 Genitallica ,Rock
 George Dalaras ,Jazz
 George Jones ,syndicated_group_a
 George Michael ,Pop/Rock
 George Strait ,Country
 Gigi (Ethiopian) ,World/Reggae
 Gigi D'Agostino ,Electronic/Dance
 Ginuwine ,R&B/Soul
 Giorgio Gioacchini ,Electronica
 Girls' Generation ,Rock
 Gladys Knight ,R&B/Soul
 Glasses Malone ,Hip-Hop/Rap
 Glen Campbell ,Country
 Glenn Frey ,Pop
 Gloria Estefan ,World/International
 Gloria Gaynor ,Disco
 Gloria Trevi ,World/International
 Gloriana ,Country
 Go Periscope ,Electronica
 Godsmack ,Hard Rock
 Good Charlotte ,Rock
 Gordon Lightfoot ,Blues/Folk
 Gorillaz ,Hip-Hop/Rap
 gossip ,Rock
 Grace Potter & the Nocturnals ,Rock
 Graham Nash ,Rock
 Grandmaster Caz ,Hip-Hop
 Grandpa Jones ,Country
 Granger Smith ,Country
 Grant Macdonald ,Outlaw Country
 Great White ,Blues-Rock
 Green Day ,Punk
 Green River Ordinance ,Alternative Country
 Greenhaven ,Hard Rock
 Gregg Allman ,Rock
 Gregory Abbott ,Soul
 Gregory Isaacs ,Reggae
 Gretchen Wilson ,Country
 Grimes ,Rock
 Grizzly Bear ,Rock
 Grupo Manía ,World/International
 Gucci Crew II ,Hip-Hop/Rap
 Gucci Mane ,Hip-Hop/Rap
 Guns N' Roses ,Rock
 Guy ,R&B/Soul
 GWAR ,Metal
 Gwen Sebastian ,Country
 Gwen Stefani ,Pop
 Gxx ,Dirty South
 Gyptian ,World/Reggae
 H-Town ,R&B
 Haerts ,Alternative
 Hailee Steinfeld ,Pop
 HAIM ,Rock
 Hal Ketchum ,Country
 Halestorm ,Rock
 Haley Reinhart ,Pop
 Halfway to Hazard ,Rock
 Hall & Oates ,Pop
 Halsey ,Alternative
 Hammer ,Hip-Hop/Rap
 Hank Cochran ,Country
 Hank Snow ,Country
 Hank Williams ,Country
 Hank Williams III ,Country
" Hank Williams, Jr. ",Outlaw Country
 Hannah Montana ,Rock
 Hanson ,Pop/Rock
 Hardwell ,Electronic/Dance
 Harry Connick Jr. ,Jazz
 Harry Stinson ,Country
 HAVIC dynasty ,Hip-Hop/Rap
 Hayes Carll ,Country
 Haystak ,Hip-Hop
 Haze Da Punter ,Hip-Hop
 Headlights ,Alternative
 Heart ,Rock
 Heartland (Country) ,Country
 Hearty2Raw ,Hip-Hop/Rap
 Heather Headley ,Soul
 Heavy Young Heathens ,Alternative
 Hector 'El Father' ,Latin
 Hedley ,Rock
 Heidi Feek ,Americana
 Held Hostage ,Rock
 Helen Cornelius ,Country
 Helloween ,Metal
 Herbie Hancock ,R&B/Soul
 Héroes del Silencio ,Latin
 Hey Monday ,Rock
 Hezekiah Walker ,R&B/Soul
 Highwaymen ,Country
 Hilary Duff ,Pop
 Hillsongs Austrailia ,Inspirational
 Hinder ,Rock
 Hole ,Rock
 Holly Williams ,Americana
 Hollywood Holt ,Rock
 Hollywood Undead ,Rock
 Honi Deaton ,Country
 Hoodie Allen ,Hip-Hop
 Hootie & the Blowfish ,Rock
 Hot Boys ,Hip-Hop/Rap
 Hot Chelle Rae ,Pop
 Hot Hot Heat ,Rock
 House of Pain ,Hip-Hop/Rap
 Hoyt Axton ,Country
 Hozier ,Acoustic Blues
 Huey Lewis ,Pop
 Hugh Bob and The Hustle ,Alternative Country
 Hundred Waters ,Indie Rock
 Hunter Hayes ,Country
 Hurricane Chris ,Hip-Hop
 Iamamiwhoami ,Electronic
 Ian Tyson ,Country
 Ice Cube ,Hip-Hop/Rap
 Ice Kid ,R&B/Soul
 Ice-T ,R&B/Soul
 If Birds Could Fly ,Americana
 Iggy Azalea ,Hip-Hop/Rap
 Ikimono-gakari ,World/Reggae
 Il Divo ,Easy Listening/Vocal
 Il Volo ,World/Reggae
 Imagine Dragons ,Alternative
 Imran Khan ,Folk-Rock
 In This Moment ,Rock
 India.Arie ,R&B/Soul
 Industria Del Amor ,Latin
 Ingrid Michaelson ,Contemporary Singer/Songwriter
 Inna ,Rock
 Insane Clown Posse ,Rock
 Intocable ,Tejano/TexMex
 INXS ,Rock
 iOwls ,Hip-Hop/Rap
 Irv Gotti ,Hip-Hop
 Irving Burgie ,World/Reggae
 Israel Vibration ,Reggae
 Ithamara Koorax ,Jazz
 Ivy Queen ,World/International
 Iyaz ,R&B
 Izzy Stradlin ,Classic Rock
 J-Pimp ,Hip-Hop/Rap
 J. Cole ,Hip-Hop/Rap
 Ja Rule ,Hip-Hop/Rap
 Jaae Kash ,Rap
 Jack Ingram ,Country
 Jack Johnson ,Alternative Folk
 Jack White ,Rock
 Jackie Evancho ,Rock
 Jackson Browne ,Blues/Folk
 Jackson Taylor ,Country
 Jacob Whitesides ,Singer/Songwriter
 Jacquie Lee ,Pop
 Jagged Edge ,R&B/Soul
 Jah Cure ,World/Reggae
 Jaheim ,R&B/Soul
 Jake Bugg ,Rock
 Jake Miller ,Hip-Hop/Rap
 Jake Owen ,Contemporary Country
 Jakob Dylan ,Rock
 Jam Pony Express ,Hip-Hop/Rap
 James ,Alternative
 James Bay ,Adult Alternative
 James Blake ,Electronic
 James Blunt ,Pop/Rock
 James Brown ,R&B/Soul
 James Hall (Gospel)/Worship... ,Inspirational
 James Ingram ,Soul
 James King ,Hip-Hop/Rap
 James Moody ,Jazz
 James Morrison ,Singer/Songwriter
 James Otto ,Contemporary Country
 James Wesley ,Soundtracks/Musicals
 Jamey Johnson ,Country
 Jamie Foxx ,R&B/Soul
 Jamie Lynn Spears ,Contemporary Country
 Jamie O'Neal ,Country
 Jana Kramer ,Country
 Jane Monheit ,Jazz
 Janelle Monáe ,Funk
 Janet Jackson ,R&B/Soul
 Janis Joplin ,Rock
 Jaron and The Long Road to Love ,Country
 Jason Aldean ,Country
 Jason Boland & The Stragglers ,Country
 Jason Derulo ,Pop
 Jason Isbell ,Americana
 Jason Michael Carroll ,Country
 Jason Mraz ,College Rock
 Jawga Boyz ,Country
 Jay Chou ,World/Reggae
 Jay Entendre ,Alternative Rap
 Jay Sean ,Pop
 Jay Z ,Hip-Hop/Rap
 JB and the Moonshine Band ,Alternative Country
 JD Shelburne ,Country
 Jeff Bates ,Country
 Jeff Greenleaf ,Instrumental
 Jefferson Airplane ,Rock
 Jefferson Starship ,Rock
 Jennette McCurdy ,Country
 Jenni Rivera ,Singer/Songwriter
 Jennifer Holliday ,R&B/Soul
 Jennifer Hudson ,R&B/Soul
 Jennifer Lopez ,Pop
 Jennifer Love Hewitt ,Pop
 Jennifer Nettles ,Country
 Jenny Lewis ,Country
 Jeremiah James Korfe ,Country
 Jeremih ,R&B
 Jeremy Camp ,Christian & Gospel
 Jerrod Niemann ,Country
 Jerry Clower ,Country
 Jerry Douglas ,Country
 Jerry Jeff Walker ,Country
 Jerry Lee Lewis ,Rock
 Jerry Reed ,Country
 Jerry Rivera ,World/International
 Jess Glynne ,Pop
 Jesse Colin Young ,Pop
 Jesse Keith Whitley ,Traditional Country
 Jessica Andrews ,Country
 Jessica Simpson ,Pop
 Jessie J ,Pop
 Jessie James Decker ,Country
 Jessie Ware ,Pop
 Jessta James ,Country
 Jethro Tull ,Rock
 Jewel ,Contemporary Folk
 Jill Scott ,R&B/Soul
 Jim Croce ,Pop
 Jim James ,Alternative
 Jim Lauderdale ,Country
 Jim Reeves ,Country
 Jimi Hendrix ,Rock
 Jimmy Buffett ,Classic Rock
 Jimmy Capps ,Country
 Jimmy Dean ,Country
 Jimmy Page ,Rock
 Jimmy Reed ,Blues/Folk
 Jimmy Wayne ,Country
 Jo Carol Pierce ,Country
 Jo Dee Messina ,Country
 Joan Jett ,Rock
 Joanna Newsom ,Alternative
 Job for a Cowboy ,Metal
 Jodeci ,R&B/Soul
 Joe Budden ,Alternative
 Joe Diffie ,Country
 Joe Jonas ,R&B
 Joe LoDuca ,Jazz
 Joe Nichols ,Country
 Joe Thomas ,R&B/Soul
 JoePraize ,Gospel
 Joey + Rory ,Country
 John Anderson ,Country
 John Berry ,Country
 John Cena ,Rock
 John Conlee ,Country
 John Corbett ,Country
 John Denver ,Singer/Songwriter
 John Ellison ,R&B/Soul
 John Fogerty ,Rock & Roll
 John Legend ,R&B/Soul
 John Lennon ,Rock
 John Mayer ,Rock
 John Mellencamp ,Rock & Roll
 John Michael Montgomery ,Country
 John Newman ,Electronic
 John Prine ,Pop
 John Schneider ,Country
 John Tesh ,Pop
 Johnnie Taylor ,Soul
 Johnny Cash ,Country
 Johnny Duncan ,Country
 Johnny Gill ,R&B/Soul
 Johnny Lee ,Country
 Johnny Paycheck ,Country
 Johnny Rivera ,World/International
 Johnny Rivers ,Pop
 Johnny Rodriguez ,Country
 JoJo ,Rock
 Jon B. ,Hip-Hop/Rap
 Jon Bon Jovi ,Alternative
 Jon Pardi ,Alternative Country
 Jonas Brothers ,Pop/Rock
 Jonathan Butler ,Jazz
 Jonathan Greer/Cathedral ,Inspirational
 Joni Mitchell ,Blues/Folk
 Jonny Lang ,Blues
 Jony Privat ,Electronica
 Jordan Knight ,Pop
 Jordin Sparks ,R&B
 Jose Frenchie ,West Coast Rap
 José José ,North American
 Josh Abbott Band ,Country
 Josh Bentley ,Hip-Hop
 Josh Groban ,Modern Composition
 Josh Thompson ,Country
 Josh Turner ,Country
 Joss Stone ,Soul
 Journey ,Rock
 Joy Division ,Rock
 Juan Gabriel ,World/International
 Judas Priest ,Metal
 Judy Collins ,Blues/Folk
 Juelz Santana ,Hip-Hop/Rap
 Juice Newton ,Country
 Juicy J ,Hip-Hop/Rap
 Jukebox the Ghost ,Pop/Rock
 Julian Casablancas ,Alternative
 Julian Lennon ,Indie Rock
 Julie Roberts ,Americana
 Juliette and the Licks ,Rock
 Julio Iglesias ,World/International
 Julyo ,World
 June Carter Cash ,Country
 Junior Brown ,Americana
 Justin Adams ,Contemporary Country
 Justin Bieber ,Pop
 Justin Hayward ,Alternative
 Justin Moore ,Contemporary Country
 Justin Timberlake ,Pop
 Justin Townes Earle ,Country
 K-Ci & JoJo ,R&B/Soul
 K. Michelle ,R&B/Soul
 k.d. lang ,Country
 K.T. Oslin ,Country
 Kacey Musgraves ,Country
 Kaiser Chiefs ,Rock
 Kajagoogoo ,Alternative
 Kanye West ,Hip-Hop/Rap
 KAOS777 ,Electronic
 Karen Carpenter ,Pop
 Karen Waldrup ,Country
 Karlheinz Stockhausen ,Classical
 Karmin ,Teen Pop
 Kasey Chambers ,Country
 Kasey Tyndall ,Country
 Kassidy ,Rock
 Kat Dahlia ,Rap
 Kat DeLuna ,R&B
 Kat Graham ,Pop
 Kate Bush ,Alternative
 Kate Ryan ,Dance
 Katharine McPhee ,Pop
 Kathleen Edwards ,Blues/Folk
 Kathleen Regan ,Contemporary Country
 Kathy Mattea ,Country
 Katie Melua ,Easy Listening/Vocal
 Katrina Elam ,Country
 Katy B ,Hip-Hop
 Katy Perry ,Pop
 Katzenjammer ,Rock
 Ke$ha ,Pop
 Keak da Sneak ,Hip-Hop
 Keane ,Alternative
 Kehlani ,R&B
 Keith Anderson ,Country
 Keith Emerson ,Rock
 Keith Richards ,Rock
 Keith Sweat ,R&B/Soul
 Keith Urban ,Country
 Keith Walker ,Contemporary Country
 Keith Whitley ,Country
 Keke Palmer ,R&B/Soul
 Keke Wyatt ,R&B/Soul
 Kelleigh Bannen ,Contemporary Country
 Kellie Pickler ,Country
 Kelly Clarkson ,Pop
 Kelly Price ,R&B/Soul
 Kelly Rowland ,R&B/Soul
 Kelsea Ballerini ,Contemporary Country
 Kelvyn Colt ,Hip-Hop/Rap
 Kem ,R&B/Soul
" Ken ""Professor"" Philmore ",World/Reggae
 Kendrick Lamar ,Alternative Rap
 Kenny Chesney ,Country
 Kenny G ,Jazz
 Kenny Lattimore ,R&B/Soul
 Kenny Rogers ,Country
 Keri Hilson ,Contemporary R&B
 Kevin Fowler ,Country
 Kevin Rudolf ,Pop
 Keyshia Cole ,R&B/Soul
 Kick Tree ,Punk
 Kid Cudi ,Hip-Hop/Rap
 Kid Ink ,Rap
 Kid Rock ,Rock
 Kidd Kidd ,Hip-Hop
 Kill Memory Crash ,Electronic/Dance
 Killer Mike ,Hip-Hop/Rap
 Killing Joke ,Rock
 Killswitch Engage ,Metal
 Kim Richey ,Country
 Kim Wilde ,Pop
 Kimberly Nichole ,Pop/Rock
 Kindred the Family Soul ,R&B/Soul
 King Harvest ,Pop/Rock
 King Lil G ,Hip-Hop/Rap
 King's X ,Rock
 Kip Moore ,Country
 Kirk Franklin ,R&B/Soul
 kirsten arian ,Pop
 Kiss ,Rock
 KMFDM ,Rock
 Kool Moe Dee ,Hip-Hop/Rap
 Korn ,Alternative
 Kottonmouth Kings ,Hip-Hop/Rap
 Kree Harrison ,Country
 Krewella ,Electronic
 Kris Kristofferson ,Country
 Kristen Kelly ,Country
 Kristina Train ,Rock
 KRS-One ,Hip-Hop/Rap
 Krystal Keith ,Country
 KT Tunstall ,Rock
 Kumar Sanu ,World/Reggae
 Kurt Cobain ,Alternative
 Kurt Stevens ,Contemporary Country
 Kygo ,Electronic/Dance
 Kyle Park ,Contemporary Country
 Kylie Minogue ,Pop
 Kylie Morgan ,Country
 La Adictiva Banda San José De Mesillas ,Latin
 La Bouche ,House
 La Tropa F ,Tejano/TexMex
 Lacy Cavalier ,Country
 Lady Antebellum ,Country
 Lady Gaga ,Pop
 Lalah Hathaway ,R&B
 Lalo Mora ,Latin
 Lana Del Rey ,Alternative
 Lara Fabian ,Pop
 Larry Graham ,Soul
 Larry Hernandez ,Rock
 Larry Sparks ,Country
 Lata Mangeshkar ,World/Reggae
 LaToya Jackson ,Soul
 Laura Bell Bundy ,Country
 Laura Branigan ,Pop
 Laura Pausini ,VH1 Celebrity
 Lauren Alaina ,Country
 Lauryn Hill ,Hip-Hop/Rap
 Layne Staley ,Rock
 LeAnn Rimes ,Country
 Led Zeppelin ,Rock
 Lee Ann Womack ,Americana
 Lee Brice ,Country
 Lee Greenwood ,Country
 Lee Roy Parnell ,Country
 Leela James ,Pop
 Lenny Kravitz ,Alternative
 Leona Lewis ,Rock
 Leonard Cohen ,Folk-Rock
 Level 42 ,Alternative
 Lewis Black ,Comedy/Spoken Word
 Liam Bailey ,Rock
 Lianne La Havas ,Alternative
 Lifehouse ,Pop/Rock
 Lil Boosie ,Hip-Hop
 Lil Cory ,Rap
 Lil Doneezy  ,Hip-Hop/Rap
 Lil Durk ,Hip-Hop
 Lil Jon ,Hip-Hop/Rap
 Lil Rob ,Hip-Hop/Rap
 Lil Romeo ,Hip-Hop/Rap
 Lil Swirl ,Hip-Hop/Rap
 Lil Wayne ,Hip-Hop/Rap
 Lil' Kim ,Rap
 Lila Downs ,World/International
 Lila McCann ,Country
 Lily Allen ,Pop
 Limp Bizkit ,Alternative
 Lina Fouro ,Pop
 Linda Davis ,Country
 Linda Ronstadt ,Rock
 Lindi Ortega ,Americana
 Lindsay Ell ,Country
 Lindsey Erin ,Country
 Linkin Park ,Alternative
 Lionel Hampton ,Jazz
 Lionel Richie ,Alternative
 Lira ,World/Reggae
 Liryc ,World
" Lisa ""Left Eye"" Lopes ",R&B/Soul
 Lisa Marie Johnston ,Americana
 Lisa Marie Presley ,Rock
 Lita Ford ,Rock
 Little Big Town ,Country
 Little Boots ,Electronic
 Little Feat ,Rock
 Little Mix ,K-Pop
 Little Texas ,Country
 Little Walter ,Blues/Folk
 Little Wings ,Alternative
 Live ,Rock
 Liz Phair ,Rock
 Liza Minnelli ,Adult Contemporary
 LL Cool J ,Hip-Hop/Rap
 Lloyd ,Hip-Hop/Rap
 Lloyd Green ,Country
 Lloyd Price ,Classic Rock
 LMFAO ,R&B
 LOCASH ,Contemporary Country
 London Grammar ,Electronic
 Lonestar ,Alternative Country
 Lorde ,Alternative
 Loreena McKennitt ,World/International
 Loretta Lynn ,Country
 Lorrie Morgan ,Country
 Los Bukis ,Latin
 Los De La T ,Pop Latino
 Los Horóscopos de Durango ,Latin
 Los Lobos ,Rock
 Los Lonely Boys ,Rock
 Los Pumas Del Norte ,Latin
 Los Razos ,Latin
 Los Temerarios ,World/International
 Los Terribles del Norte ,World/International
 Los Tigres del Norte ,Latin
 Los Tucanes de Tijuana ,Latin
 Lost Boyz ,Hip-Hop/Rap
 Lou Rawls ,R&B/Soul
 Loudness ,Rock
 Louise Mandrell ,Country
 Louy Fierce ,Hip-Hop/Rap
 Love and Theft ,Contemporary Country
 Loverboy ,Rock
 Lucas Hoge ,Country
 Lucero ,Alternative Country
 Luciano Pavarotti ,Pop
 Lucie Silvas ,Singer/Songwriter
 Lucinda Williams ,Alternative Country
 Lucky Dube ,Reggae
 Lucky Harmon ,Pop
 Lucy Hale ,Contemporary Country
 Ludacris ,Hip-Hop/Rap
 Luh Brandon ,Hip-Hop/Rap
 Luis Coronel ,Latin
 Luis Miguel ,World/International
 Luka Van Den Driesschen ,Lounge
 Luke Bryan ,Contemporary Country
 Lupe Fiasco ,Hip-Hop/Rap
 Luther Vandross ,R&B/Soul
 Lyfe Jennings ,Soul
 Lykke Li ,Pop/Rock
 Lyle Lovett ,Country
 Lyn Todd ,Rock
 Lynyrd Skynyrd ,Southern Rock
 M.I.A. ,Alternative
 M2thaK ,West Coast Rap
 M83 ,Alternative
 Mac Davis ,Country
 Mac Miller ,Hip-Hop/Rap
 Mack 10 ,Hip-Hop/Rap
 Macklemore ,Hip-Hop/Rap
 Macklemore & Ryan Lewis ,Hip-Hop
 Macy Gray ,Hip-Hop/Rap
 Madcon ,News
 Maddie & Tae ,Country
 Madelyn Victoria ,Country
 Madonna ,Pop
 Maggie Eckford ,Contemporary Singer/Songwriter
 Maggie Rose ,Country
 MAGIC! ,Pop/Rock
 Majid Jordan ,Electronic/Dance
 Major Lazer ,Reggae
 mako girls ,Pop
 Malú ,Latin
 Maluma ,Rock
 Maná ,Rock
 Mandy Barnett ,Traditional Country
 Mandy Moore ,Pop
 Manowar ,Metal
 Manu Chao ,Alternative
 Marc Anthony ,World/International
 Marco Antonio Solís ,World/International
 Maria Mena ,Rock
 Mariah Carey ,Pop
 Marianas Trench ,Pop/Rock
 Marie Osmond ,Country
 Marillion ,Prog-Rock/Art Rock
 Marilyn Manson ,Rock
 Marina and The Diamonds ,Indie Rock
 Mario ,R&B/Soul
 Mark Chesnutt ,Country
 Mark Murphy ,Jazz
 Mark Ronson ,Dance/Electronic
 Mark Wills ,Country
 Marky Mark ,Hip-Hop/Rap
 Maroon 5 ,Pop/Rock
 Martin Garrix ,House
 Martin Kimble ,Alternative
 Martin Solveig ,Electronic/Dance
 Martina McBride ,Country
 Marty Brown ,Traditional Country
 Marty Robbins ,Country
 Marty Stuart ,Country
 Marvin Gaye ,Anime
 Marvin Sapp ,R&B/Soul
 Mary Chapin Carpenter ,Country
 Mary J. Blige ,R&B/Soul
 Mary Lambert ,Pop
 Mary Mary ,R&B/Soul
 Mason Noise ,Contemporary R&B
 Master P ,Hip-Hop/Rap
 Mastodon ,Metal
 Mat Kearney ,Singer/Songwriter
 matchbox twenty ,Rock
 Matisyahu ,Pop/Rock
 Matt and Kim ,Rock
 Matt Mercado ,Rock
 Matt Stillwell ,Alternative Country
 MAX ,Pop/Rock
 Max Martin ,Rock
 Maxwell ,R&B/Soul
 Mayden HollyWood ,Pop/Rock
 Maynard James Keenan ,Rock
 Maze ,Movies
 Mazzy Star ,Alternative
 Mbaraka Mwinshehe & Morogoro Jazz Band ,World/International
 MC Kash ,Hip-Hop/Rap
 Meat Loaf ,Rock
 Meek Mill ,Hip-Hop
 Megadeth ,Metal
 Megha Maan ,Hip-Hop/Rap
 Meghan Linsey ,Country
 Mel Tillis ,Country
 Melanie Amaro ,R&B
 Melanie Fiona ,R&B/Soul
 Melanie Martinez ,Pop
 Melissa Etheridge ,Rock
 Melissa Montgomery ,Alternative Country
 Melody Gardot ,Rock
 Melonie Cannon ,Country
 Menudo ,Latin
 Merle Haggard ,Country
 Merle Travis ,Country
 MET G. ,Dirty South
 Metallica ,Metal
 Metro Station ,Alternative
 MGK ,Rap
 Michael Bolton ,Pop
 Michael Bublé ,Easy Listening
 Michael Jackson ,Pop
 Michael Learns to Rock ,R&B
 Michael Martin Murphey ,Country
 Michael McDonald ,Soul
 Michael Moore ,Jazz
 Michael Nesmith ,Singer/Songwriter
 Michael Ray ,Country
 Michael W. Smith ,Christian & Gospel
 Michelle Branch ,Pop
 Mick Jagger ,Rock
 Mick Jenkins ,Rap
 Mickey Gilley ,Country
 Mickey Guyton ,Country
 Midnight Oil ,Rock
 Midnight Red ,Teen Pop
 Mighty Clouds of Joy ,R&B/Soul
 Migos ,Hip-Hop/Rap
 Miguel ,R&B/Soul
 Mika ,Rock
 Mike Farris ,Rock
 Mike Ryan ,Traditional Country
 mike taylor  ,Alternative
 Mikel Knight ,Urban Cowboy
 Milan Christopher ,Traditional Pop
 Milan Diablow ,Pop
 Milano ,Hip-Hop
 Miley Cyrus ,Pop
 millennial records ,Hip-Hop
 Milli Vanilli ,Pop
 Millie Jackson ,R&B/Soul
 Mindless Behavior ,Pop
 Mindy McCready ,Country
 Ministry ,Rock
 Miracle (Rap) ,Hip-Hop
 Miranda Cosgrove ,Rock
 Miranda Lambert ,Country
 Missy Elliott ,Hip-Hop/Rap
 MisterWives ,Alternative
 MKTO ,Pop
 Mo Pitney ,Country
 Modern Talking ,Disco
 Modestep ,Dance
 Moe Bandy ,Country
 Molly Hatchet ,Classic Rock
 Monaco ,Rock
 Money Mark ,Hip-Hop
 Monica ,R&B/Soul
 Montez McCamish ,Contemporary Blues
 Montgomery Gentry ,Contemporary Country
 Moonshine Bandits ,Alternative
